Wearable-1,Ax,Ay,Az,Gx,Gy,Gz,Sensor time,,Wearable-2,Ax,Ay,Az,Gx,Gy,Gz,Sensor time
192.168.43.70,-0.010253906,0.680664063,-0.708496094,-11.90185547,10.68115234,-2.563476563,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.073730469,0.905761719,0.412597656,9.460449219,-0.793457031,-2.014160156,1.90E+08
192.168.43.70,-0.052734375,0.722167969,-0.676757813,-11.47460938,8.483886719,-4.028320313,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.08203125,0.901367188,0.403808594,9.643554688,-0.732421875,-2.075195313,1.90E+08
192.168.43.70,-0.081054688,0.725097656,-0.666015625,-13.97705078,-1.831054688,-3.479003906,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.065429688,0.884765625,0.400390625,8.666992188,0.732421875,-2.44140625,1.91E+08
192.168.43.70,-0.048339844,0.691894531,-0.688476563,-13.54980469,-12.75634766,0.061035156,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.080078125,0.895507813,0.423828125,9.765625,0.427246094,-2.990722656,1.91E+08
192.168.43.70,-0.003417969,0.711914063,-0.739257813,-8.850097656,-10.92529297,1.281738281,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.078125,0.89453125,0.437011719,11.23046875,1.037597656,-3.112792969,1.91E+08
192.168.43.70,-0.010742188,0.693359375,-0.7109375,-14.46533203,3.295898438,0.061035156,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.057128906,0.898925781,0.415527344,13.54980469,1.770019531,-2.746582031,1.91E+08
192.168.43.70,-0.048339844,0.69921875,-0.655273438,-16.23535156,8.728027344,-1.220703125,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.05859375,0.912597656,0.398925781,15.07568359,2.9296875,-2.319335938,1.91E+08
192.168.43.70,-0.080078125,0.759765625,-0.676269531,-13.30566406,-2.258300781,-2.624511719,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.072753906,0.91015625,0.395019531,16.05224609,2.990722656,-1.831054688,1.91E+08
192.168.43.70,-0.081054688,0.714355469,-0.621582031,-20.5078125,-13.18359375,-1.281738281,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.069824219,0.909179688,0.369140625,15.99121094,2.9296875,-2.197265625,1.91E+08
192.168.43.70,-0.049804688,0.687988281,-0.631835938,-15.625,-13.42773438,0.9765625,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.074707031,0.903808594,0.359863281,15.80810547,1.403808594,-2.807617188,1.91E+08
192.168.43.70,-0.038574219,0.740722656,-0.697753906,-7.141113281,-4.760742188,0.244140625,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.071289063,0.912597656,0.3671875,14.70947266,-0.061035156,-3.479003906,1.91E+08
192.168.43.70,-0.040527344,0.72265625,-0.733886719,-9.27734375,5.981445313,1.342773438,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.059570313,0.918457031,0.399902344,15.93017578,1.831054688,-3.723144531,1.91E+08
192.168.43.70,-0.042480469,0.68359375,-0.763183594,-13.48876953,13.671875,2.380371094,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.049316406,0.914550781,0.40234375,17.21191406,3.051757813,-3.601074219,1.91E+08
192.168.43.70,-0.081054688,0.690917969,-0.735839844,-18.18847656,15.44189453,-0.671386719,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.051757813,0.920898438,0.349609375,19.83642578,-0.061035156,-3.295898438,1.91E+08
192.168.43.70,-0.099609375,0.738769531,-0.698242188,-21.17919922,6.408691406,-0.610351563,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.072753906,0.94140625,0.314941406,21.11816406,-2.807617188,-2.136230469,1.91E+08
192.168.43.70,-0.07421875,0.750976563,-0.657226563,-25.390625,-8.422851563,2.136230469,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.068847656,0.919921875,0.330078125,18.79882813,0.671386719,-2.075195313,1.91E+08
192.168.43.70,-0.0390625,0.732421875,-0.616699219,-24.84130859,-16.90673828,4.455566406,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.047851563,0.921875,0.344238281,18.5546875,4.577636719,-2.380371094,1.91E+08
192.168.43.70,-0.002929688,0.725585938,-0.64453125,-19.95849609,-11.65771484,3.90625,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.0546875,0.927734375,0.341796875,19.83642578,2.685546875,-2.380371094,1.91E+08
192.168.43.70,0.006835938,0.701660156,-0.655273438,-20.32470703,7.263183594,1.892089844,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.069335938,0.933105469,0.322753906,20.32470703,0.610351563,-2.380371094,1.91E+08
192.168.43.70,-0.012695313,0.7421875,-0.693847656,-16.90673828,24.23095703,-0.732421875,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.062988281,0.979492188,0.315429688,19.59228516,2.319335938,-3.112792969,1.91E+08
192.168.43.70,-0.039550781,0.803222656,-0.730957031,-19.10400391,27.03857422,-2.014160156,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.05078125,0.875976563,0.336914063,14.09912109,2.44140625,-3.967285156,1.91E+08
192.168.43.70,-0.056152344,0.755371094,-0.6875,-30.94482422,13.48876953,-0.732421875,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.055175781,0.954589844,0.310546875,26.06201172,4.272460938,-2.746582031,1.91E+08
192.168.43.70,-0.057617188,0.69140625,-0.628417969,-34.85107422,-5.432128906,-1.403808594,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.049316406,0.983886719,0.299804688,22.09472656,0.244140625,-2.685546875,1.91E+08
192.168.43.70,-0.020996094,0.72265625,-0.608398438,-30.45654297,-13.42773438,0.061035156,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.064941406,0.869628906,0.316894531,17.63916016,0.549316406,-4.333496094,1.91E+08
192.168.43.70,0.008789063,0.813964844,-0.595214844,-27.64892578,-5.554199219,1.220703125,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.049804688,0.976074219,0.276855469,23.62060547,6.530761719,-3.90625,1.91E+08
192.168.43.70,-0.017089844,0.774414063,-0.561523438,-34.72900391,5.859375,-0.549316406,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.048828125,0.948242188,0.260742188,20.75195313,4.8828125,-4.028320313,1.91E+08
192.168.43.70,-0.029296875,0.736816406,-0.5390625,-33.93554688,6.958007813,-1.586914063,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.069824219,0.919921875,0.268554688,23.07128906,4.516601563,-3.601074219,1.91E+08
192.168.43.70,-0.039550781,0.796875,-0.552734375,-26.97753906,5.126953125,-3.90625,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.031738281,0.95703125,0.258300781,26.18408203,5.615234375,-3.41796875,1.91E+08
192.168.43.70,-0.056640625,0.790527344,-0.566894531,-29.96826172,7.32421875,-3.601074219,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.03515625,0.968261719,0.247558594,19.28710938,-1.403808594,-4.760742188,1.91E+08
192.168.43.70,-0.045898438,0.741699219,-0.51953125,-36.07177734,9.155273438,-0.48828125,2.09E+08,,,,,,,,,
192.168.43.70,-0.041015625,0.731445313,-0.499511719,-36.62109375,7.385253906,0.48828125,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.084472656,0.91796875,0.263183594,19.89746094,-1.708984375,-5.004882813,1.91E+08
,,,,,,,,,192.168.43.159,0.014648438,0.977539063,0.2265625,25.02441406,5.37109375,-4.699707031,1.91E+08
192.168.43.70,-0.047363281,0.817871094,-0.495117188,-33.99658203,-0.9765625,-1.281738281,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.022460938,0.955078125,0.217773438,22.58300781,5.126953125,-4.577636719,1.91E+08
192.168.43.70,-0.0390625,0.859863281,-0.456542969,-37.29248047,-12.39013672,-2.685546875,2.09E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.035644531,0.978027344,0.210449219,22.88818359,3.967285156,-4.089355469,1.91E+08
192.168.43.70,-0.017089844,0.802734375,-0.399414063,-42.48046875,-16.78466797,-0.427246094,2.09E+08,,,,,,,,,
192.168.43.70,0.001464844,0.772949219,-0.377441406,-39.12353516,-14.09912109,0.793457031,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.056640625,0.958984375,0.199707031,19.22607422,2.075195313,-4.760742188,1.91E+08
192.168.43.70,0.009277344,0.828125,-0.397949219,-30.94482422,-6.713867188,-0.732421875,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.032226563,0.946777344,0.19140625,19.28710938,4.028320313,-4.943847656,1.91E+08
,,,,,,,,,192.168.43.159,0.037109375,0.9609375,0.1796875,21.91162109,4.39453125,-4.638671875,1.91E+08
192.168.43.70,-0.004394531,0.864746094,-0.454101563,-29.11376953,3.540039063,-2.746582031,2.10E+08,,,,,,,,,
192.168.43.70,-0.026855469,0.840332031,-0.445800781,-34.48486328,9.887695313,-4.089355469,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.005371094,0.984863281,0.190917969,18.00537109,0.244140625,-4.699707031,1.91E+08
,,,,,,,,,192.168.43.159,0.033203125,0.978027344,0.198242188,15.31982422,-0.366210938,-5.310058594,1.91E+08
192.168.43.70,-0.051269531,0.821777344,-0.420410156,-36.49902344,9.826660156,-5.249023438,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.05859375,0.944824219,0.203125,17.15087891,1.831054688,-5.798339844,1.91E+08
192.168.43.70,-0.071289063,0.842773438,-0.40625,-36.49902344,3.845214844,-5.310058594,2.10E+08,,,,,,,,,
192.168.43.70,-0.06640625,0.868652344,-0.370117188,-38.26904297,-4.516601563,-3.601074219,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.025878906,1.018554688,0.153320313,19.71435547,4.699707031,-5.798339844,1.91E+08
192.168.43.70,-0.040039063,0.853515625,-0.327636719,-39.85595703,-9.399414063,-0.122070313,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.036132813,0.974609375,0.144042969,17.08984375,2.014160156,-6.530761719,1.91E+08
192.168.43.70,-0.016113281,0.850585938,-0.317871094,-37.109375,-7.8125,1.403808594,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.002929688,0.966308594,0.123046875,16.47949219,3.051757813,-6.042480469,1.91E+08
192.168.43.70,-0.002441406,0.876953125,-0.356445313,-31.31103516,-4.39453125,0.9765625,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.01171875,0.977050781,0.131835938,12.6953125,2.014160156,-5.981445313,1.91E+08
192.168.43.70,0.012207031,0.916992188,-0.414550781,-28.80859375,1.831054688,0.122070313,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.032226563,0.964355469,0.178710938,13.18359375,5.249023438,-5.737304688,1.91E+08
,,,,,,,,,192.168.43.159,0.024902344,0.981933594,0.172851563,17.63916016,4.211425781,-5.004882813,1.91E+08
192.168.43.70,-9.77E-04,0.936035156,-0.414550781,-33.99658203,7.629394531,-2.807617188,2.10E+08,,,,,,,,,
192.168.43.70,-0.045898438,0.862304688,-0.379882813,-42.17529297,6.469726563,-5.676269531,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.044921875,0.947265625,0.181640625,12.75634766,-2.9296875,-6.896972656,1.91E+08
192.168.43.70,-0.0625,0.848632813,-0.361816406,-41.68701172,-0.854492188,-5.187988281,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.038085938,1.001464844,0.136230469,21.30126953,-0.549316406,-7.202148438,1.91E+08
192.168.43.70,-0.053222656,0.899902344,-0.360351563,-38.45214844,-6.286621094,-2.563476563,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.010253906,0.955078125,0.119140625,14.52636719,0.183105469,-8.117675781,1.91E+08
192.168.43.70,-0.02734375,0.925292969,-0.362792969,-39.18457031,-3.845214844,0.183105469,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-4.88E-04,0.97265625,0.114257813,18.18847656,-0.427246094,-7.629394531,1.91E+08
192.168.43.70,-0.016601563,0.919433594,-0.337890625,-43.9453125,3.723144531,0.366210938,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.012207031,1.003417969,0.125488281,16.54052734,-1.46484375,-7.690429688,1.91E+08
192.168.43.70,-0.041992188,0.899902344,-0.266601563,-49.37744141,5.981445313,-2.319335938,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.021484375,0.966308594,0.123535156,16.23535156,1.708984375,-7.873535156,1.91E+08
192.168.43.70,-0.0703125,0.900878906,-0.239746094,-49.74365234,-0.427246094,-4.272460938,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.006835938,0.978515625,0.093261719,19.77539063,3.295898438,-7.385253906,1.91E+08
192.168.43.70,-0.072753906,0.904785156,-0.209472656,-50.17089844,-6.713867188,-3.662109375,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.001953125,0.979003906,0.084472656,14.83154297,-2.44140625,-7.751464844,1.92E+08
192.168.43.70,-0.054199219,0.87890625,-0.147949219,-50.84228516,-7.141113281,-1.159667969,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.012207031,0.9921875,0.086425781,15.68603516,-0.366210938,-7.995605469,1.92E+08
192.168.43.70,-0.036621094,0.915527344,-0.140625,-43.09082031,-2.075195313,0.854492188,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.027832031,0.961425781,0.075195313,13.79394531,-1.586914063,-7.751464844,1.92E+08
192.168.43.70,-0.034179688,0.955566406,-0.154296875,-40.58837891,6.225585938,0.671386719,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.013183594,1.007324219,0.080078125,15.74707031,-1.220703125,-7.202148438,1.92E+08
192.168.43.70,-0.0390625,0.906738281,-0.12109375,-46.20361328,11.16943359,-0.549316406,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.014160156,0.997558594,0.069335938,13.48876953,-2.014160156,-6.774902344,1.92E+08
192.168.43.70,-0.049804688,0.891113281,-0.119140625,-44.06738281,8.972167969,-2.624511719,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.023925781,0.978515625,0.044921875,9.704589844,-6.164550781,-6.286621094,1.92E+08
192.168.43.70,-0.053222656,0.954589844,-0.142578125,-39.73388672,5.126953125,-3.295898438,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-9.77E-04,0.998535156,0.039550781,10.49804688,-5.554199219,-5.676269531,1.92E+08
192.168.43.70,-0.061523438,0.962890625,-0.110839844,-42.84667969,3.845214844,-2.685546875,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.015136719,0.967285156,0.077148438,7.629394531,2.197265625,-5.737304688,1.92E+08
192.168.43.70,-0.046875,0.94921875,-0.09375,-43.45703125,2.563476563,-0.793457031,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.037597656,1.004394531,0.081054688,9.826660156,4.638671875,-5.493164063,1.92E+08
192.168.43.70,-0.027832031,0.954101563,-0.090332031,-42.72460938,2.44140625,-1.647949219,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.004394531,0.943847656,0.104980469,7.690429688,-1.525878906,-6.164550781,1.92E+08
192.168.43.70,-0.040527344,0.938964844,-0.065429688,-45.04394531,5.065917969,-4.455566406,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-9.77E-04,0.991699219,0.096679688,14.77050781,1.342773438,-6.34765625,1.92E+08
192.168.43.70,-0.056152344,0.921875,-0.041992188,-45.95947266,7.385253906,-4.943847656,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.021484375,0.977050781,0.070800781,14.52636719,0.9765625,-7.141113281,1.92E+08
192.168.43.70,-0.070800781,0.932128906,-0.039550781,-44.79980469,6.8359375,-4.699707031,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.038085938,1.000488281,0.044433594,11.71875,0.427246094,-7.995605469,1.92E+08
192.168.43.70,-0.060546875,0.961914063,-0.025390625,-43.76220703,0.732421875,-3.173828125,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.030761719,0.972167969,0.049804688,13.30566406,0.854492188,-7.629394531,1.92E+08
192.168.43.70,-0.042480469,0.98046875,-0.007324219,-43.09082031,-4.333496094,-2.258300781,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.028320313,0.972167969,0.047363281,14.58740234,1.342773438,-7.141113281,1.92E+08
192.168.43.70,-0.017578125,0.974121094,-0.013671875,-42.11425781,-4.455566406,-2.075195313,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.043945313,0.996582031,0.014160156,16.66259766,0.671386719,-6.896972656,1.92E+08
192.168.43.70,-0.008789063,0.952636719,-0.001953125,-42.84667969,2.075195313,-3.540039063,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.030761719,0.985351563,0.020019531,14.09912109,-0.915527344,-6.408691406,1.92E+08
192.168.43.70,-0.04296875,0.941894531,-0.001464844,-43.33496094,10.92529297,-7.507324219,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.037597656,1.004394531,0.030273438,10.92529297,3.723144531,-6.591796875,1.92E+08
192.168.43.70,-0.08203125,0.961914063,-0.006835938,-43.33496094,11.71875,-9.582519531,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.037109375,0.970703125,0.02734375,9.887695313,4.699707031,-6.896972656,1.92E+08
192.168.43.70,-0.108886719,0.984863281,0.007324219,-44.86083984,4.455566406,-9.155273438,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.037597656,0.982421875,0.007324219,13.18359375,5.615234375,-5.920410156,1.92E+08
192.168.43.70,-0.124023438,0.96875,0.059570313,-49.19433594,-3.295898438,-6.8359375,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.040527344,1.021484375,0.012207031,12.63427734,2.319335938,-5.37109375,1.92E+08
192.168.43.70,-0.124511719,0.94921875,0.1015625,-50.59814453,-8.7890625,-5.065917969,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.032226563,0.947753906,0.034179688,9.216308594,1.342773438,-5.920410156,1.92E+08
192.168.43.70,-0.124511719,0.942871094,0.147460938,-50.84228516,-11.71875,-4.455566406,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.059082031,1.011230469,-0.005859375,12.51220703,1.770019531,-5.676269531,1.92E+08
192.168.43.70,-0.117675781,0.936523438,0.196289063,-49.49951172,-10.31494141,-2.807617188,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.043945313,0.973144531,-0.001464844,8.911132813,-2.136230469,-5.920410156,1.92E+08
192.168.43.70,-0.102050781,0.958007813,0.181152344,-43.82324219,-4.089355469,-0.183105469,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.033203125,0.981445313,0.012695313,11.59667969,-1.098632813,-5.920410156,1.92E+08
192.168.43.70,-0.080566406,0.98828125,0.174804688,-40.28320313,0.183105469,1.831054688,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.053710938,0.986816406,-0.013183594,10.55908203,3.173828125,-5.920410156,1.92E+08
192.168.43.70,-0.074707031,0.984863281,0.169433594,-40.0390625,3.112792969,2.014160156,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.058105469,0.977539063,-0.020507813,9.765625,1.953125,-5.37109375,1.92E+08
192.168.43.70,-0.072753906,0.968261719,0.168457031,-40.34423828,2.136230469,1.037597656,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.060546875,0.980957031,-0.012207031,10.86425781,3.112792969,-4.150390625,1.92E+08
192.168.43.70,-0.062988281,0.970214844,0.17578125,-40.83251953,0.305175781,0.244140625,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.077148438,0.992675781,-0.033203125,10.62011719,2.9296875,-3.90625,1.92E+08
192.168.43.70,-0.068359375,0.952636719,0.192871094,-42.66357422,1.281738281,-1.525878906,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.054199219,0.984375,-0.031738281,9.216308594,-2.075195313,-4.028320313,1.92E+08
192.168.43.70,-0.070800781,0.943847656,0.192382813,-42.23632813,4.272460938,-1.46484375,2.10E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.054199219,0.987304688,-0.029785156,8.422851563,-0.610351563,-3.784179688,1.92E+08
192.168.43.70,-0.075195313,0.951660156,0.183105469,-41.93115234,5.737304688,-1.098632813,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.083007813,1.013671875,-0.03125,4.39453125,1.647949219,-3.845214844,1.92E+08
192.168.43.70,-0.08984375,0.938964844,0.21484375,-45.10498047,2.746582031,-1.46484375,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.055664063,0.940917969,0,2.624511719,0.122070313,-3.90625,1.92E+08
192.168.43.70,-0.084472656,0.940429688,0.223632813,-45.10498047,-1.831054688,-0.9765625,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.078125,1.004882813,-0.026367188,9.765625,1.647949219,-2.746582031,1.92E+08
192.168.43.70,-0.060546875,0.946777344,0.223144531,-46.20361328,-2.502441406,0.244140625,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.048339844,0.998046875,-0.041503906,5.798339844,-5.981445313,-2.9296875,1.92E+08
192.168.43.70,-0.053222656,0.925292969,0.250976563,-49.25537109,-2.44140625,0.122070313,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.03515625,0.964355469,-0.01953125,4.638671875,-4.760742188,-3.540039063,1.92E+08
192.168.43.70,-0.055664063,0.935058594,0.2734375,-48.95019531,-5.249023438,-1.159667969,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.064941406,0.999511719,-0.024902344,8.7890625,0,-3.173828125,1.92E+08
192.168.43.70,-0.045898438,0.940917969,0.291503906,-49.19433594,-8.483886719,-2.563476563,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.0859375,0.977539063,-0.0390625,5.554199219,-2.624511719,-3.173828125,1.92E+08
192.168.43.70,-0.033203125,0.932617188,0.327148438,-50.96435547,-6.774902344,-4.089355469,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.064941406,0.990234375,-0.029785156,6.469726563,-3.845214844,-3.41796875,1.92E+08
192.168.43.70,-0.055664063,0.922363281,0.374511719,-52.79541016,-1.281738281,-6.34765625,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.075195313,0.970703125,-0.041015625,5.981445313,-1.892089844,-3.112792969,1.92E+08
192.168.43.70,-0.099121094,0.903320313,0.400878906,-52.734375,-0.549316406,-8.422851563,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.083007813,0.979003906,-0.053222656,7.873535156,-0.427246094,-2.319335938,1.92E+08
192.168.43.70,-0.10546875,0.900878906,0.414550781,-49.98779297,-4.333496094,-7.690429688,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.078613281,0.987792969,-0.052246094,7.263183594,-0.732421875,-2.258300781,1.92E+08
192.168.43.70,-0.101074219,0.908203125,0.437988281,-48.76708984,-5.493164063,-6.286621094,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.056152344,1.004394531,-0.046386719,5.187988281,-3.479003906,-2.502441406,1.92E+08
192.168.43.70,-0.111816406,0.875,0.458007813,-48.88916016,-4.211425781,-6.042480469,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.052246094,0.966796875,-0.053710938,2.685546875,-2.746582031,-2.807617188,1.92E+08
192.168.43.70,-0.092285156,0.873535156,0.459472656,-47.18017578,-1.831054688,-4.089355469,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.064941406,0.979980469,-0.051269531,4.516601563,2.990722656,-2.563476563,1.92E+08
192.168.43.70,-0.086425781,0.885742188,0.452636719,-46.93603516,3.356933594,-3.662109375,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.087402344,0.975585938,-0.051269531,5.310058594,6.652832031,-2.44140625,1.92E+08
192.168.43.70,-0.10546875,0.890625,0.463378906,-47.60742188,3.845214844,-4.211425781,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.066894531,0.987304688,-0.041015625,6.164550781,2.380371094,-1.892089844,1.92E+08
192.168.43.70,-0.096191406,0.891601563,0.475097656,-47.72949219,-0.48828125,-3.295898438,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.063476563,0.985839844,-0.062988281,5.676269531,1.159667969,-1.403808594,1.92E+08
192.168.43.70,-0.082519531,0.877441406,0.500488281,-49.25537109,-3.967285156,-3.479003906,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.063476563,0.982910156,-0.050292969,2.868652344,1.403808594,-1.770019531,1.92E+08
192.168.43.70,-0.078125,0.859375,0.520507813,-50.23193359,-4.516601563,-4.577636719,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.058105469,0.967285156,-0.032714844,4.577636719,1.953125,-1.770019531,1.92E+08
192.168.43.70,-0.078125,0.867675781,0.533691406,-50.35400391,-1.46484375,-5.004882813,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.086425781,0.974609375,-0.04296875,6.958007813,1.770019531,-1.647949219,1.93E+08
192.168.43.70,-0.095214844,0.835449219,0.548828125,-51.02539063,0.793457031,-6.164550781,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.086425781,0.978515625,-0.059570313,8.728027344,-0.854492188,-1.098632813,1.93E+08
192.168.43.70,-0.09375,0.812988281,0.565429688,-49.56054688,2.502441406,-6.103515625,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.092285156,0.991210938,-0.072753906,8.544921875,-1.037597656,-0.915527344,1.93E+08
192.168.43.70,-0.104980469,0.806640625,0.571289063,-48.64501953,5.920410156,-6.103515625,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.067382813,0.965332031,-0.062988281,6.8359375,-0.610351563,-1.281738281,1.93E+08
192.168.43.70,-0.124023438,0.819824219,0.591308594,-48.70605469,5.310058594,-6.408691406,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.072753906,0.98046875,-0.069335938,9.27734375,2.868652344,-0.793457031,1.93E+08
192.168.43.70,-0.119628906,0.823730469,0.60546875,-49.74365234,0.854492188,-5.554199219,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.076660156,0.982910156,-0.079101563,9.460449219,0.793457031,-0.549316406,1.93E+08
192.168.43.70,-0.112792969,0.809082031,0.623535156,-51.51367188,-3.112792969,-4.821777344,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.076660156,1,-0.079101563,9.094238281,-1.220703125,-0.671386719,1.93E+08
192.168.43.70,-0.1015625,0.788574219,0.636230469,-51.94091797,-5.432128906,-4.577636719,2.11E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.081054688,0.962402344,-0.076171875,4.638671875,-1.098632813,-1.403808594,1.93E+08
