Wearable-1,Ax,Ay,Az,Gx,Gy,Gz,Sensor time,,Wearable-2,Ax,Ay,Az,Gx,Gy,Gz,Sensor time
,,,,,,,,,192.168.43.159,0.434570313,0.296386719,0.70703125,7.32421875,22.27783203,-4.455566406,1.97E+08
192.168.43.70,0.099121094,-0.86328125,-0.153808594,1.647949219,-6.103515625,9.460449219,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.432617188,0.381347656,0.703613281,18.00537109,28.93066406,-2.807617188,1.97E+08
192.168.43.70,0.043945313,-0.98828125,-0.360839844,-5.676269531,3.967285156,8.239746094,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.394042969,0.353027344,0.684570313,13.00048828,36.01074219,1.586914063,1.98E+08
192.168.43.70,0.135742188,-1.019042969,-0.375976563,1.342773438,-5.920410156,9.216308594,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.314941406,0.3515625,0.727539063,13.12255859,36.86523438,3.173828125,1.98E+08
192.168.43.70,0.077636719,-0.850097656,-0.271484375,8.361816406,-5.065917969,16.54052734,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.248535156,0.354003906,0.680664063,11.41357422,34.54589844,1.46484375,1.98E+08
192.168.43.70,0.100097656,-0.835449219,-0.2421875,7.080078125,-3.90625,15.68603516,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.208984375,0.358886719,0.616210938,14.09912109,26.30615234,-0.854492188,1.98E+08
192.168.43.70,0.098632813,-0.90625,-0.263183594,3.295898438,-3.356933594,15.38085938,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.186035156,0.34375,0.585449219,16.96777344,20.69091797,-2.685546875,1.98E+08
192.168.43.70,0.061523438,-0.956542969,-0.278320313,3.662109375,-3.112792969,18.00537109,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.229980469,0.293945313,0.531738281,19.65332031,1.831054688,-5.737304688,1.98E+08
192.168.43.70,0.042480469,-0.895507813,-0.303710938,8.30078125,-2.136230469,21.97265625,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.213378906,0.197265625,0.51171875,27.22167969,-5.493164063,-8.7890625,1.98E+08
192.168.43.70,0.019042969,-0.876464844,-0.215820313,9.582519531,-9.765625,21.42333984,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.145996094,0.192382813,0.514160156,43.57910156,-6.530761719,-11.90185547,1.98E+08
192.168.43.70,-0.140625,-1.004394531,-0.233398438,2.014160156,-3.723144531,18.73779297,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,1.570800781,1.298828125,2.58984375,50.35400391,18.85986328,-5.676269531,1.98E+08
192.168.43.70,-0.071289063,-1.002441406,-0.281738281,6.8359375,-5.065917969,17.82226563,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.680175781,2.354980469,2.830566406,-51.08642578,133.8500977,46.26464844,1.98E+08
192.168.43.70,0.054199219,-0.871582031,-0.290527344,15.31982422,-6.103515625,16.96777344,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.503417969,-1.434082031,-0.696289063,-165.8935547,-47.48535156,-2.807617188,1.98E+08
192.168.43.70,0.131835938,-0.856445313,-0.275878906,17.82226563,-7.568359375,18.61572266,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.750488281,-0.333984375,0.574707031,-50.41503906,-15.01464844,28.3203125,1.98E+08
192.168.43.70,0.029296875,-0.903808594,-0.229003906,17.33398438,-5.737304688,23.01025391,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.379394531,0.717285156,1.822753906,-39.42871094,92.22412109,12.63427734,1.98E+08
192.168.43.70,-0.208496094,-0.984375,-0.199707031,11.71875,0.244140625,20.75195313,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.089355469,0.092773438,1.317382813,-63.41552734,48.88916016,14.6484375,1.98E+08
192.168.43.70,-0.158691406,-0.984375,-0.203613281,9.948730469,-6.958007813,16.11328125,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.274414063,-0.066894531,0.83984375,-45.83740234,-28.07617188,10.07080078,1.98E+08
192.168.43.70,0.008300781,-0.899414063,-0.245117188,10.80322266,-11.23046875,14.40429688,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.520507813,0.249023438,0.861328125,-40.64941406,-11.84082031,1.586914063,1.98E+08
192.168.43.70,0.047851563,-0.873535156,-0.241210938,10.86425781,-10.80322266,14.95361328,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.086914063,0.168457031,0.906738281,-37.96386719,47.24121094,7.385253906,1.98E+08
192.168.43.70,-0.08984375,-0.930664063,-0.20703125,7.629394531,-10.62011719,15.01464844,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.040527344,0.3671875,0.816894531,-24.90234375,25.93994141,17.94433594,1.98E+08
192.168.43.70,-0.208496094,-0.990722656,-0.16796875,5.065917969,-11.47460938,11.90185547,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.338867188,0.512695313,0.9453125,-33.75244141,-22.76611328,17.15087891,1.98E+08
192.168.43.70,-0.23046875,-0.994140625,-0.153808594,2.685546875,-10.37597656,7.019042969,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.395996094,0.439453125,0.985351563,-46.26464844,3.540039063,17.21191406,1.98E+08
192.168.43.70,-0.028808594,-0.965820313,-0.248046875,3.90625,-10.80322266,2.624511719,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.18359375,0.352539063,0.819335938,-47.48535156,23.68164063,16.72363281,1.98E+08
192.168.43.70,0.081054688,-0.845703125,-0.280273438,10.55908203,-8.178710938,2.502441406,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.104003906,0.334960938,0.610351563,-49.37744141,14.58740234,15.74707031,1.98E+08
192.168.43.70,0.01953125,-0.90625,-0.25,13.671875,-0.9765625,4.821777344,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.239746094,0.399902344,0.877929688,-50.96435547,24.04785156,15.93017578,1.98E+08
192.168.43.70,-0.113769531,-0.978515625,-0.190429688,15.625,1.770019531,8.422851563,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.221191406,0.255371094,0.946289063,-54.01611328,32.47070313,15.74707031,1.98E+08
192.168.43.70,-0.069335938,-0.945800781,-0.213867188,18.79882813,-3.723144531,10.37597656,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.182128906,0.241699219,0.884765625,-48.03466797,37.90283203,19.10400391,1.98E+08
192.168.43.70,-0.0390625,-0.89453125,-0.183105469,17.63916016,-7.019042969,12.32910156,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.203125,0.216308594,1.030273438,-50.96435547,31.00585938,19.16503906,1.98E+08
192.168.43.70,-0.090332031,-0.957519531,-0.1796875,13.48876953,-4.699707031,12.45117188,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.157714844,0.11328125,1.07421875,-52.734375,40.71044922,20.38574219,1.98E+08
192.168.43.70,-0.118164063,-0.946289063,-0.203613281,16.05224609,-4.333496094,11.77978516,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.079101563,-0.073242188,1.099609375,-58.41064453,43.9453125,19.34814453,1.98E+08
192.168.43.70,-0.047363281,-0.920898438,-0.169433594,17.578125,-10.43701172,12.26806641,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.1171875,-0.094726563,1.209960938,-40.83251953,37.17041016,24.10888672,1.98E+08
192.168.43.70,-0.069335938,-0.944335938,-0.174316406,15.25878906,-4.8828125,12.51220703,2.16E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.037597656,-0.142578125,1.270507813,-38.0859375,36.98730469,20.69091797,1.98E+08
192.168.43.70,-0.107421875,-0.935546875,-0.159667969,15.625,0.122070313,11.84082031,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.114257813,-0.109863281,1.266601563,-39.24560547,31.31103516,15.44189453,1.98E+08
192.168.43.70,-0.139648438,-0.953125,-0.150878906,13.12255859,-0.244140625,11.41357422,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.228027344,-0.091796875,1.199707031,-40.64941406,23.86474609,7.080078125,1.98E+08
192.168.43.70,-0.090820313,-0.959960938,-0.15234375,13.73291016,-2.258300781,13.00048828,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.206542969,-0.006835938,1.050292969,-37.41455078,1.953125,-0.793457031,1.98E+08
192.168.43.70,-0.075683594,-0.924316406,-0.193359375,16.17431641,2.563476563,12.45117188,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.094238281,-0.100097656,1.018066406,-36.92626953,-25.51269531,0.183105469,1.98E+08
192.168.43.70,-0.050292969,-0.899414063,-0.140136719,16.47949219,-0.122070313,11.59667969,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.395019531,0.052246094,0.997558594,-30.63964844,-31.25,6.408691406,1.98E+08
192.168.43.70,-0.162109375,-0.982910156,-0.129394531,10.43701172,3.479003906,12.20703125,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.370605469,0.072753906,1.014648438,-35.64453125,4.211425781,4.272460938,1.98E+08
192.168.43.70,-0.193847656,-0.953613281,-0.119628906,13.24462891,2.563476563,11.96289063,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.005859375,0.052734375,0.977539063,-26.79443359,42.96875,6.042480469,1.98E+08
192.168.43.70,-0.10546875,-0.939941406,-0.12890625,12.32910156,-4.39453125,9.582519531,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.190429688,0.068359375,1.013183594,-28.13720703,41.13769531,7.629394531,1.98E+08
192.168.43.70,-0.118652344,-0.9453125,-0.116210938,10.37597656,-0.793457031,8.239746094,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.050292969,-0.115234375,1.104003906,-33.203125,17.88330078,6.408691406,1.98E+08
192.168.43.70,-0.216796875,-0.955566406,-0.098144531,8.544921875,7.32421875,5.37109375,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.062988281,-0.286621094,1.122558594,-33.26416016,20.08056641,4.8828125,1.98E+08
192.168.43.70,-0.263183594,-0.96875,-0.057128906,4.272460938,2.685546875,2.319335938,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.005859375,-0.388671875,1.027832031,-25.45166016,27.46582031,4.638671875,1.98E+08
192.168.43.70,-0.124511719,-0.973632813,-0.143066406,2.136230469,-6.591796875,-0.244140625,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.015625,-0.314453125,1.082519531,-20.69091797,24.4140625,4.943847656,1.98E+08
192.168.43.70,-0.002441406,-0.895996094,-0.170898438,6.164550781,-9.521484375,0.244140625,2.17E+08,,,,,,,,,
192.168.43.70,-0.020996094,-0.932128906,-0.214355469,6.8359375,0.793457031,3.845214844,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.03515625,-0.227539063,1.057617188,-19.16503906,20.69091797,5.249023438,1.98E+08
,,,,,,,,,192.168.43.159,-0.073730469,-0.098144531,0.971679688,-14.58740234,19.28710938,4.821777344,1.98E+08
192.168.43.70,-0.11328125,-0.935546875,-0.115722656,11.29150391,3.845214844,8.544921875,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.066894531,-0.029296875,0.934570313,-12.75634766,19.65332031,3.90625,1.98E+08
192.168.43.70,-0.248046875,-0.966308594,-0.066894531,8.056640625,2.746582031,8.361816406,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.004394531,-0.057617188,1.011230469,-14.89257813,10.98632813,0.9765625,1.98E+08
192.168.43.70,-0.162109375,-0.98046875,-0.094726563,5.249023438,-9.27734375,7.32421875,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.096191406,-0.048828125,1.071289063,-15.01464844,5.126953125,-3.41796875,1.98E+08
192.168.43.70,-0.096679688,-0.935546875,-0.112304688,8.239746094,-5.37109375,6.286621094,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.08203125,-0.028320313,0.895996094,-15.80810547,5.065917969,-6.713867188,1.98E+08
192.168.43.70,-0.149414063,-0.944824219,-0.130371094,9.399414063,3.173828125,3.90625,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.197265625,-0.041503906,0.926757813,-15.01464844,-3.601074219,-8.30078125,1.98E+08
192.168.43.70,-0.21484375,-0.975585938,-0.04296875,7.385253906,-0.915527344,4.028320313,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.337890625,-0.115234375,0.993164063,-17.08984375,-7.202148438,-4.8828125,1.98E+08
192.168.43.70,-0.202636719,-1.005859375,-0.1015625,7.202148438,-3.112792969,3.601074219,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.293945313,-0.190917969,0.966796875,-18.43261719,-1.403808594,2.9296875,1.99E+08
192.168.43.70,-0.094238281,-0.916503906,-0.100097656,15.625,-3.723144531,2.319335938,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.228515625,-0.178222656,1.01953125,-12.87841797,2.990722656,10.25390625,1.99E+08
192.168.43.70,-0.182617188,-0.958984375,-0.092773438,12.39013672,4.516601563,-1.403808594,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.107421875,-0.083007813,1.013183594,-8.483886719,9.155273438,15.80810547,1.99E+08
192.168.43.70,-0.193847656,-0.980957031,-0.064453125,14.22119141,2.380371094,-2.258300781,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.008789063,0.014648438,0.953613281,-11.47460938,14.70947266,17.27294922,1.99E+08
192.168.43.70,-0.13671875,-0.943359375,-0.100097656,16.54052734,-1.708984375,-3.295898438,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.051269531,-0.041503906,0.974609375,-16.72363281,18.43261719,16.66259766,1.99E+08
192.168.43.70,-0.069824219,-0.917480469,-0.090332031,14.52636719,-7.32421875,-1.159667969,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.069335938,-0.112304688,1.037109375,-17.15087891,19.65332031,16.66259766,1.99E+08
192.168.43.70,-0.184082031,-0.951660156,-0.0859375,10.55908203,-2.380371094,-2.563476563,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.091308594,-0.204101563,1.024414063,-16.96777344,17.15087891,14.22119141,1.99E+08
192.168.43.70,-0.255371094,-0.978027344,-0.012695313,8.972167969,-7.751464844,-6.042480469,2.17E+08,,,,,,,,,
192.168.43.70,-0.202636719,-1,-0.024414063,5.798339844,-18.00537109,-8.544921875,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.108398438,-0.241210938,1.03515625,-15.44189453,10.86425781,9.460449219,1.99E+08
,,,,,,,,,192.168.43.159,-0.1015625,-0.201171875,1.030273438,-13.18359375,4.333496094,6.042480469,1.99E+08
192.168.43.70,-0.045410156,-0.9765625,-0.090332031,10.19287109,-20.99609375,-7.690429688,2.17E+08,,,,,,,,,
192.168.43.70,-0.025390625,-0.908203125,-0.131347656,17.08984375,-8.850097656,-5.187988281,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.067382813,-0.147460938,1.002929688,-12.75634766,-0.549316406,3.845214844,1.99E+08
192.168.43.70,-0.118164063,-0.922363281,-0.070800781,13.24462891,-3.723144531,-2.990722656,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.009277344,-0.150878906,0.984375,-13.24462891,-2.136230469,1.281738281,1.99E+08
192.168.43.70,-0.169433594,-1.001953125,0,5.737304688,-7.446289063,-0.48828125,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.078613281,-0.21484375,1.008300781,-13.73291016,-2.624511719,0.122070313,1.99E+08
192.168.43.70,-0.157714844,-0.977050781,-0.063476563,10.86425781,-7.080078125,0.305175781,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.130371094,-0.261230469,1.004882813,-13.00048828,1.281738281,3.173828125,1.99E+08
192.168.43.70,-0.094726563,-0.9375,-0.062988281,13.24462891,-5.126953125,0.732421875,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.080566406,-0.265625,0.991699219,-12.51220703,7.873535156,7.690429688,1.99E+08
192.168.43.70,-0.103027344,-0.939941406,-0.050292969,10.07080078,-3.112792969,1.281738281,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.018066406,-0.608886719,1.10546875,-13.73291016,5.676269531,9.765625,1.99E+08
192.168.43.70,-0.153320313,-0.962402344,-0.009277344,5.859375,-4.333496094,2.258300781,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.040527344,-0.286621094,0.9765625,-3.662109375,-11.35253906,11.65771484,1.99E+08
192.168.43.70,-0.192382813,-0.991699219,-0.025390625,4.516601563,0.305175781,2.502441406,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.004394531,-0.138183594,0.882324219,0.793457031,0.9765625,6.408691406,1.99E+08
192.168.43.70,-0.156738281,-0.94140625,-0.034179688,8.728027344,0.549316406,1.342773438,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.042480469,-0.248046875,1.075683594,-4.699707031,2.502441406,5.065917969,1.99E+08
,,,,,,,,,192.168.43.159,0.053710938,-0.218261719,0.963867188,1.831054688,-5.310058594,8.056640625,1.99E+08
192.168.43.70,-0.182128906,-0.947265625,-0.01953125,4.089355469,-0.610351563,-0.854492188,2.17E+08,,,,,,,,,
192.168.43.70,-0.149902344,-0.973632813,-0.001953125,0.305175781,-6.042480469,-1.708984375,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.009277344,-0.277832031,0.950683594,-0.183105469,3.662109375,4.821777344,1.99E+08
192.168.43.70,-0.165527344,-0.965332031,-0.024902344,-0.671386719,-5.187988281,-2.807617188,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.039550781,-0.296875,1.018554688,0.183105469,3.662109375,2.9296875,1.99E+08
192.168.43.70,-0.116210938,-0.959472656,-0.065429688,-0.122070313,-5.920410156,-3.723144531,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.049316406,-0.276367188,0.958984375,1.525878906,1.403808594,1.403808594,1.99E+08
192.168.43.70,-0.104492188,-0.941894531,-0.03125,1.037597656,-3.112792969,-2.807617188,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.117675781,-0.262695313,0.977539063,1.586914063,3.051757813,-1.037597656,1.99E+08
192.168.43.70,-0.185546875,-0.982910156,-0.010253906,-4.089355469,0.305175781,-1.46484375,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.083496094,-0.268066406,0.98828125,2.807617188,0.183105469,-3.173828125,1.99E+08
192.168.43.70,-0.157714844,-0.977050781,-0.018554688,-2.258300781,-5.065917969,-1.281738281,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.034667969,-0.298339844,0.969238281,2.746582031,-0.183105469,-4.211425781,1.99E+08
192.168.43.70,-0.145019531,-0.951660156,-0.035644531,-0.732421875,-3.540039063,-2.746582031,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.033203125,-0.317382813,0.999023438,3.41796875,-2.258300781,-4.211425781,1.99E+08
192.168.43.70,-0.106933594,-0.965332031,-0.045898438,-2.075195313,-1.708984375,-2.136230469,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.058105469,-0.286621094,1,4.516601563,-2.563476563,-3.784179688,1.99E+08
192.168.43.70,-0.099609375,-0.944824219,-0.053710938,-0.732421875,-1.770019531,0.48828125,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.034179688,-0.237304688,0.970703125,4.8828125,-0.183105469,-2.502441406,1.99E+08
192.168.43.70,-0.127441406,-0.945800781,-0.024414063,-3.173828125,-2.197265625,2.624511719,2.17E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.023925781,-0.198730469,0.982421875,4.455566406,0.671386719,-1.525878906,1.99E+08
192.168.43.70,-0.153320313,-0.981445313,-0.018554688,-6.408691406,-1.831054688,2.685546875,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.0390625,-0.184082031,0.99609375,3.479003906,-0.183105469,-2.258300781,1.99E+08
192.168.43.70,-0.181640625,-0.985839844,0.002929688,-5.37109375,2.685546875,2.075195313,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.026367188,-0.205078125,0.968261719,2.746582031,0.732421875,-2.563476563,1.99E+08
192.168.43.70,-0.204101563,-0.979003906,-0.029785156,-5.065917969,5.37109375,0.732421875,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.007324219,-0.205078125,1.005371094,3.234863281,1.342773438,-2.258300781,1.99E+08
192.168.43.70,-0.231933594,-0.928710938,-0.175292969,-4.333496094,-8.7890625,-5.920410156,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.030273438,-0.225585938,0.979003906,2.502441406,0.671386719,-2.868652344,1.99E+08
192.168.43.70,0.094726563,-0.964355469,0.107910156,0.610351563,-33.87451172,-7.690429688,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.026855469,-0.266601563,0.976074219,1.770019531,-1.281738281,-4.577636719,1.99E+08
192.168.43.70,-0.189453125,-0.958496094,-0.109375,-7.568359375,19.22607422,3.479003906,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.013183594,-0.303222656,1.035644531,1.892089844,-2.136230469,-5.493164063,1.99E+08
192.168.43.70,-0.173828125,-0.972167969,-0.077148438,-2.014160156,-1.953125,-0.793457031,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.0390625,-0.331542969,0.999023438,3.845214844,0.183105469,-5.37109375,1.99E+08
192.168.43.70,-0.133789063,-0.960449219,0.008300781,-1.770019531,-2.502441406,0.9765625,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.032714844,-0.310058594,0.999023438,6.713867188,-0.793457031,-5.859375,1.99E+08
192.168.43.70,-0.144042969,-0.981445313,-0.03515625,-3.540039063,4.638671875,0.244140625,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.019042969,-0.282226563,1.000488281,8.728027344,-4.516601563,-7.32421875,1.99E+08
192.168.43.70,-0.114257813,-0.940429688,-0.033203125,-2.44140625,3.479003906,-0.122070313,2.18E+08,,,,,,,,,
192.168.43.70,-0.141113281,-0.965820313,-0.066894531,-6.103515625,2.380371094,-0.244140625,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.060546875,-0.254882813,0.993164063,9.948730469,-6.591796875,-8.666992188,1.99E+08
192.168.43.70,-0.13671875,-0.958496094,-0.057617188,-4.821777344,-2.868652344,0.671386719,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.001953125,-0.291015625,1.026367188,12.45117188,-2.746582031,-6.408691406,1.99E+08
192.168.43.70,-0.172363281,-0.975585938,-0.030761719,-5.493164063,-1.281738281,0.061035156,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.020507813,-0.293945313,1.009765625,14.58740234,-2.868652344,-5.737304688,1.99E+08
192.168.43.70,-0.174316406,-0.974609375,-0.033203125,-4.455566406,-1.037597656,-1.708984375,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.017578125,-0.258789063,0.983886719,16.29638672,-3.723144531,-6.652832031,1.99E+08
192.168.43.70,-0.128417969,-0.961914063,-0.015136719,-5.737304688,-4.638671875,-2.319335938,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,4.88E-04,-0.20703125,1.005859375,17.578125,-5.37109375,-7.202148438,1.99E+08
192.168.43.70,-0.131347656,-0.971679688,-0.0625,-8.239746094,-3.356933594,-1.892089844,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0,-0.170410156,1.014648438,17.51708984,-5.676269531,-7.202148438,1.99E+08
192.168.43.70,-0.124023438,-0.949707031,-0.087890625,-5.554199219,-2.075195313,-1.159667969,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.017578125,-0.170898438,0.993164063,17.39501953,-3.173828125,-7.568359375,1.99E+08
192.168.43.70,-0.135253906,-0.951660156,-0.080078125,-3.601074219,-0.732421875,-1.46484375,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.032226563,-0.173339844,1.006347656,17.76123047,-2.136230469,-8.239746094,1.99E+08
192.168.43.70,-0.117675781,-0.962890625,-0.031738281,-3.784179688,-1.953125,-0.122070313,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.008789063,-0.169433594,0.9921875,17.21191406,-5.310058594,-9.033203125,1.99E+08
192.168.43.70,-0.135253906,-0.962402344,-0.059082031,-5.126953125,-0.854492188,1.098632813,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.033203125,-0.163085938,0.998046875,16.23535156,-7.019042969,-9.887695313,1.99E+08
192.168.43.70,-0.137695313,-0.963378906,-0.053710938,-5.554199219,-0.427246094,1.647949219,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.071777344,-0.165527344,0.984863281,15.625,-6.225585938,-9.521484375,1.99E+08
192.168.43.70,-0.160644531,-0.965332031,-0.06640625,-5.065917969,1.770019531,0.9765625,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.103027344,-0.157226563,0.987792969,15.13671875,-4.089355469,-7.629394531,2.00E+08
192.168.43.70,-0.148925781,-0.961425781,-0.076660156,-3.540039063,-1.098632813,0.549316406,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.111328125,-0.168945313,0.987304688,14.03808594,-0.48828125,-6.042480469,2.00E+08
192.168.43.70,-0.129394531,-0.96484375,-0.041992188,-2.9296875,-3.845214844,1.037597656,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.086425781,-0.158691406,0.984375,14.70947266,2.868652344,-3.723144531,2.00E+08
192.168.43.70,-0.157226563,-0.979980469,-0.064941406,-3.601074219,-0.610351563,1.098632813,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.077636719,-0.160644531,0.98046875,13.97705078,2.868652344,-1.892089844,2.00E+08
192.168.43.70,-0.148925781,-0.950683594,-0.075195313,-0.305175781,-0.244140625,0.671386719,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.045410156,-0.155273438,0.985839844,13.42773438,4.455566406,-0.48828125,2.00E+08
192.168.43.70,-0.138671875,-0.961425781,-0.072753906,-0.183105469,-2.014160156,0.549316406,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.012695313,-0.153320313,0.986328125,12.93945313,6.958007813,-0.183105469,2.00E+08
192.168.43.70,-0.092773438,-0.943847656,-0.071289063,0.793457031,-4.8828125,2.258300781,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.041992188,-0.156738281,0.999511719,13.24462891,7.751464844,-0.183105469,2.00E+08
192.168.43.70,-0.125488281,-0.949707031,-0.059570313,-1.342773438,-1.770019531,3.723144531,2.18E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.051757813,-0.185546875,1.007324219,13.36669922,7.263183594,0.122070313,2.00E+08
192.168.43.70,-0.225097656,-0.983398438,-0.053222656,-2.746582031,1.159667969,1.342773438,2.18E+08,,,,,,,,,
